title,description,amount_usd,goal_usd,duration_days,cover_image,url,image_labels,binary
Celebrating the Life of Kira Pipoli,"Hi, my name is Tara Kupchak, and I'm organizing this fundraiser on behalf of Kira's family and all those who loved Kira Pipoli. Kira was my brother Christopher's longtime girlfriend and childhood sweetheart, but more than that, she was like a sister to Trisha and me. For years, she was a part of our home, our daily lives, our family. Her presence was a gift, and her loss is one we're still struggling to understand.

Kira passed away unexpectedly on Saturday, July 26, 2025, leaving behind a wave of heartbreak, love, and beautiful memories. She was just 26 years old. She was a sweet, kind, and easygoing soul who had a way of making anyone feel welcome and cared for. Kira was someone who could get along with everyone; she had a softness to her spirit that instantly put people at ease.",11483.0,15000.0,66.0,https://images.gofundme.com/GfVuFvPX-HJzEG1kg34dMwBLLoI=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93126931_1753739120971737_r.png,https://www.gofundme.com/f/celebrating-the-life-of-kira-pipoli?qid=05451dc5b43081aeb17b15534d4b4c3f,"Dog, Smile, Happiness, Carnivores, Vertebrate, Facial expression, Tooth, Fur, Snout, Canidae",1
Help getting dog out of animal shelter,"A good friend of mine lost her apartment and has been homeless with three dogs. Her dog was tied up a couple of days after the fire as we were returning some of our belongings. Someone walked up to him while he was on his leash, and he attacked them. Animal welfare came out and took him. He is not a dangerous dog; he's a sweetheart. I was just trying to come up with the funds to get him out.",,,18.0,https://images.gofundme.com/wXRFm24G_jJsvnUx2XYDjQ7FZsI=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94645243_175788464718560_r.png,https://www.gofundme.com/f/help-getting-dog-out-of-animal-shelter?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Dog, Vertebrate, Working animal, Carnivores, Snout, Canidae, Collar, Pet Supply, Nap, Dog Supply",0
"Agonda Animal Shelter, Goa",,2550.0,2500.0,1774.0,https://images.gofundme.com/-pS5Uh_qHcedQbVge9MKXL8jE20=/1200x900/https://d2g8igdw686xgo.cloudfront.net/52761864_1606051475984771_r.jpeg,https://www.gofundme.com/f/agonda-animal-shelter-goa?qid=ddf8620626e07595da539a804bd34b9a,"Dog, Carnivores, Vertebrate, Canidae, Street dog, Working animal, Canis, Ancient dog breeds, Vacation, Bermuda shorts",1
Support Buddy Dog Animal Shelter in Sudbury,"Hello, our names are Natalie and Cara. We are eighth graders in Massachusetts and are currently working on our civic action project. For our project, we chose animal welfare and chose to focus on animal neglect and abandonment.

To help solve this problem, we are holding a donation to help Buddy Dog Animal Shelter in Sudbury, MA. Buddy Dog is a non-profit organization. This donation will help raise awareness for animal neglect and abandonment in Massachusetts. It will also help Buddy Dog pay for the resources they need to take care of the dogs and cats that they have rescued.",705.0,1000.0,136.0,https://images.gofundme.com/yGlgCARRuvl0Zb8slOpk9fEJ6xw=/1200x900/https://d2g8igdw686xgo.cloudfront.net/91197907_1747683168156359_r.jpeg,https://www.gofundme.com/f/support-buddy-dog-animal-shelter-in-sudbury?qid=54a80c3c35ee527d2dd231684a3b567b,"Dog, Animal shelter, Cage, Carnivores, Pet Supply, Kennel, Snout, Dog crate, Dog Supply, Mesh",0
Support Pets and Animal Shelters,I’m trying to raise money for animal shelters and animal stores to help animals and pets in need of help please try and help me hit my goal and help animals,,,146.0,https://images.gofundme.com/DDTphjdPMagDo2_8ghDYw6wXHpI=/1200x900/https://d2g8igdw686xgo.cloudfront.net/90945783_1746822864235876_r.png,https://www.gofundme.com/f/support-pets-and-animal-shelters?qid=c2e790a0025e3c756508668b81bf49a7,"Dog, Carnivores, Vertebrate, Snout, Working animal, Black, Canidae, Fur, Whiskers, Pet Supply",0
End animal shelters and homelessness,"My name is Brandon, and I live in central WV. Imagine if you will a place that’s almost Heaven. Gardens,solar energy, water collection and conservation. A place where people are welcome and no one ever has to be homeless again and where animals from kill shelters can roam free. The place where love surpasses everything and everyone helps each other. Look no further this is the beginning. Please if you can help at all I believe we can truly make the world a better place to live.. Thank You Jesus",,,43.0,https://images.gofundme.com/f6-u8LoKW9S96asPJKJNkZfs9mk=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93846013_1755746278588754_r.png,https://www.gofundme.com/f/help-brandon-create-a-haven-for-all?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Mountainous landforms, Mountain, Hill, Natural landscape, Highland, Grassland, Ecoregion, Landscape, Pasture, Bovinae",0
PLEASE HELP BARRY TO WALK !,"On Dec 2nd 2021 a dog crying in pain was found by the side the road near Brcko in Bosnia by Vera who has been running the DNV rescue shelter for the past 7 years. (The DNV shelter has 60+ dogs and 11 cats. They can be found on Facebook, Twitter and Instagram DNVSAVEANIMALS ).",3750.0,6250.0,1363.0,https://images.gofundme.com/FGbQFY0NUtwc4eSIIpGc4LPCnes=/1200x900/https://d2g8igdw686xgo.cloudfront.net/61119991_1641596420653544_r.jpeg,https://www.gofundme.com/f/help-support-the-dnv-animal-shelter?qid=aba8518be6e50e5e90adc75a115b7193,"Dog, Snout, Carnivores, Canidae, Fur, Pet Supply, Working animal, Whiskers, Dog Supply",1
Support Calvin's Cupboard: Feed Pets in Need,"Hi all! My name is Lee and I’m launching Calvin’s Cupboard, a mobile pet pantry named after my dog Calvin.

Too many families in Northwest Arkansas face the impossible choice between feeding themselves and feeding their pets. A partial look into local surrender data indicates that nearly 1 in 10 animal surrenders in NWA are due to financial hardship. This comes from a very small set of data and the actual number is likely much larger.

I have first hand experience working in local animal shelters, where I have helped people through the very difficult decision to surrender their pet due to financial circumstances, very often out of their control. Getting help with pet food can often mean the pet can stay with their people, out of the shelter. This allows our local shelters to focus on animals that do not already have a home where they are loved.",1220.0,1000.0,8.0,https://images.gofundme.com/qU7B2yIlZZFOGpFu1kbO7FVedOk=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94822685_1758348342354166_r.png,https://www.gofundme.com/f/support-calvins-cupboard-feed-pets-in-need?qid=44fddf1546ad54ab55343e8b2894382c,"Snout, Graphics, Canidae",0
Help Lana Recover and Find a Home,"Lana is a six-month-old puppy from Miami Dade Animal Shelter. I rescued her from the euthanasia list, and she’s now facing a tough battle with pneumonia. I’m still searching for a rescue to intake her but haven’t had any rescue able too. Lana has been struggling with nasal discharge, coughing, and lethargy. Xrays and bloodwork at the vet revealed she has a severe infection in her lungs and can barely breathe. She received lots of fluids, injections and is on three different antibiotics, special prescription food and bed rest. Lana urgently needs continued veterinary care to recover. In addition to these medical needs, Lana also requires food and supplies while she recovers in my care.

Lana’s journey has been especially difficult because she was abused and neglected before coming to the shelter. She is extremely shut down and needs time, patience, and support to heal both physically and emotionally. I’m committed to giving Lana the best chance at a healthy life. My goal is to get her the treatment she needs as soon as possible so she can recover and eventually find a loving, permanent home. Every contribution will go directly toward her veterinary bills, medication, and daily care. Your support will help Lana heal and give her the future she deserves. Thank you for helping us give Lana a second chance.",789.0,3000.0,64.0,https://images.gofundme.com/zXi6Y9TPJkxiA9Rj0Ki1a7RvZBk=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93223797_1753930893809868_r.png,https://www.gofundme.com/f/help-lana-recover-and-find-a-home?qid=44fddf1546ad54ab55343e8b2894382c,"Dog, Carnivores, Vertebrate, Snout, Working animal, Fur, Terrestrial animal, Canidae, Paw, Hardwood",0
Help us begin our Animal Shelter,"*""Compassion in Action: Support Our Animal Shelter""*

""At [animal care and shelter ], we will be dedicated to providing a safe haven for animals in need. Our shelter is a sanctuary for abandoned, abused, and neglected animals, where they receive love, care, and compassion. With your support, we can continue to:

- Provide medical care and rehabilitation for animals in need
- Offer a nurturing environment for animals to thrive",,,26.0,https://images.gofundme.com/XNYsGXp6CiJ9Sjk7U-FnXOgWuWE=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94372821_1757140006612503_r.jpeg,https://www.gofundme.com/f/donate-to-support-our-animal-shelter?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Dog, Carnivores, Animal shelter, Pet Supply, Kennel, Cage, Snout, Dog Supply, Dog crate, Mesh",0
Help Hannah to Walk Again,"Imagine the fear of being hit by a car, then turned into a shelter, in pain and afraid.  Hannah, a 7-month-old puppy, was surrendered to the Paterson shelter unable to walk on her hind leg and with no pain medication or vet care. Despite having so many special needs medical cases, RBARI heard about Hannah and we knew we had to help.

Hannah is just a puppy and has been through so much already.  She is unable to walk, yet remains super sweet.  Hannah is understandably scared; she cried the whole way to the vet hospital.  It was the type of cry that shatters your heart as you race to the hospital just wanting to give her relief from the fear and pain.  Hannah is amazingly gentle, despite the pain, and she allows handling and snuggles into your arms as you carry her. 

Hannah needs extensive orthopedic surgery immediately.  She is resting at Oradell Animal Hospital on pain medication.  Hannah’s femur is broken so badly that it needs a metal plate.  She has a second break on her hip, also requiring a plate.  Her pelvis is fractured as well. 

Despite her pain, Hannah kisses everyone and yearns for comforting arms to nestle into.  She cannot walk, but her tail never stops wagging.  Please donate and spread the word to help Hannah walk again!",3540.0,5000.0,3170.0,https://images.gofundme.com/cnrrie_Wd12K0umve9uHy_geAQQ=/1200x900/https://d2g8igdw686xgo.cloudfront.net/17802694_1485581849.8124.jpg,https://www.gofundme.com/f/help-hannah-to-walk-again?qid=aba8518be6e50e5e90adc75a115b7193,"Dog, Vertebrate, Carnivores, Working animal, Snout, Black, Terrestrial animal, Grey, Canidae, Collar",1
